iter	Logloss
206	0.3590091216
207	0.3585504286
208	0.3581833111
209	0.3578558832
210	0.3574517789
211	0.357145519
212	0.3568240114
213	0.3565320759
214	0.3562507436
215	0.3559457388
216	0.3556381391
217	0.3553254697
218	0.3550128688
219	0.3546902879
220	0.3543645796
221	0.3541290255
222	0.3537755143
223	0.3535123489
224	0.3531667677
225	0.3528432661
226	0.3525720286
227	0.3521275507
228	0.3519447523
229	0.3516955688
230	0.3514165405
231	0.3511804639
232	0.3509240566
233	0.3506364536
234	0.3504680638
235	0.3502832343
236	0.349983877
237	0.3496244001
238	0.3494586918
239	0.3491301856
240	0.348868616
241	0.3485885074
242	0.3482651194
243	0.3480684722
244	0.3478072418
245	0.3475887897
246	0.3473449716
247	0.3471527396
248	0.3469227916
249	0.3467411009
250	0.3465335884
251	0.3462905209
252	0.3459450919
253	0.345762957
254	0.3455973694
255	0.3453970996
256	0.3452217047
257	0.3450061486
258	0.3447541471
259	0.3444098226
260	0.3440283008
261	0.3438123295
262	0.3436380773
263	0.3431464734
264	0.3429446446
265	0.342710879
266	0.3424152451
267	0.3422451935
268	0.3420309106
269	0.3418556382
270	0.3416600143
271	0.3415526039
272	0.3414283156
273	0.3411203819
274	0.3408129107
275	0.3405843034
276	0.3404155356
277	0.340187634
278	0.3399544189
279	0.339740381
280	0.3395076732
281	0.3393409473
282	0.3390439806
283	0.3388070179
284	0.3386618491
285	0.3385071066
286	0.3383151864
287	0.3381102112
288	0.3378355199
289	0.3376475285
290	0.3374353703
291	0.3372705548
292	0.3370454194
293	0.3368671743
294	0.3366868848
295	0.3364921542
296	0.3362655792
297	0.3359890625
298	0.3358163483
299	0.3354609967
300	0.3351877738
301	0.3350421432
302	0.3347292768
303	0.3345937783
304	0.3344370777
305	0.334210675
306	0.3340359106
307	0.3338745864
308	0.333571558
309	0.3334352452
310	0.3332978977
311	0.3331003486
312	0.332906547
313	0.3327136963
314	0.3326097943
315	0.3323743505
316	0.3321007672
317	0.3319502171
318	0.3318441367
319	0.3316380391
320	0.3315457452
321	0.3314015965
322	0.3312264321
323	0.3310612184
324	0.3308672033
325	0.3306470103
326	0.3304459477
327	0.3302079893
328	0.3300496266
329	0.3299309766
330	0.3297575962
331	0.3295154334
332	0.3293658259
333	0.3291556422
334	0.3290123409
335	0.3287661877
336	0.3286106706
337	0.3284038601
338	0.3281640368
339	0.3279959277
340	0.3278398228
341	0.3277137855
342	0.327563877
343	0.327442445
344	0.3272436662
345	0.3270072988
346	0.3268656574
347	0.3267194214
348	0.3265113536
349	0.3262356293
350	0.3261063755
351	0.3260167401
352	0.3258383933
353	0.3256194316
354	0.3255039597
355	0.3253614125
356	0.3252169777
357	0.3250924292
358	0.3249423917
359	0.3248262266
360	0.3245589798
361	0.3244250365
362	0.3241840825
363	0.324072626
364	0.3238753892
365	0.323729213
366	0.3236310855
367	0.323362084
368	0.3231649326
369	0.3230074201
370	0.322849111
371	0.3227299647
372	0.3226389636
373	0.3224878093
374	0.3222498547
375	0.3221335271
376	0.3219827421
377	0.3218270404
378	0.3216675285
379	0.3215363495
380	0.3214064107
381	0.3212845253
382	0.3211320957
383	0.320978014
384	0.3208018494
385	0.3206946668
386	0.3205431982
387	0.3204700746
388	0.3203015613
389	0.3201983962
390	0.3200696708
391	0.3198504039
392	0.3197029247
393	0.3195464314
394	0.3193027481
395	0.3191937362
396	0.3190087185
397	0.3188559116
398	0.3186173204
399	0.3184757813
400	0.3183014567
401	0.3181872498
402	0.3180424041
403	0.3179422413
404	0.3177794272
405	0.3175799612
406	0.3174828121
407	0.317342495
408	0.3171051922
409	0.3169383279
410	0.3168169539
411	0.3166779954
412	0.3164099569
413	0.3162893863
414	0.3161570153
415	0.3159604222
416	0.3158372786
417	0.3156829047
418	0.3155067897
419	0.3153032551
420	0.3151646397
421	0.3150656642
422	0.314956802
423	0.3148664017
424	0.314731563
425	0.3146431738
426	0.3145322149
427	0.3143344813
428	0.3142188218
429	0.3140825137
430	0.3139643775
431	0.313885384
432	0.3137618516
433	0.3136459083
434	0.3134776497
435	0.3133486959
436	0.3132590153
437	0.3131266923
438	0.3130214185
439	0.31286605
440	0.3127504452
441	0.3126444011
442	0.3124063926
443	0.31217496
444	0.312052899
445	0.3118566818
446	0.3117923827
447	0.3116790215
448	0.311580746
449	0.3114393208
450	0.3112324536
451	0.3110613976
452	0.3108877912
453	0.3106980943
454	0.3106327721
455	0.3105279888
456	0.3104288263
457	0.3102633102
458	0.3100052762
459	0.3098949984
460	0.3097617018
461	0.3096363173
462	0.3095263221
463	0.3094407081
464	0.3092716725
465	0.3091848634
466	0.308998361
467	0.3088815858
468	0.3087530635
469	0.3086105246
470	0.3084642546
471	0.3083537954
472	0.308176621
473	0.3080868898
474	0.3079797687
475	0.3078256258
476	0.3077384037
477	0.3076633708
478	0.307564192
479	0.3074457519
480	0.3073019456
481	0.3071805083
482	0.3070968457
483	0.306976358
484	0.3068209066
485	0.3067190633
486	0.306566423
487	0.306453097
488	0.3062753076
489	0.306162586
490	0.3060455998
491	0.3059882352
492	0.3059010572
493	0.3057752799
494	0.3056020229
495	0.3054628658
496	0.305366012
497	0.3052348653
498	0.3051304454
499	0.3049216169
